"long","lat","feature","id","PROVINCE","PROV_CODE","REALM","RLM_CODE","Lat_Zone"
99.817950704922,5.82368274410553,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.967848963359,6.08955650122248,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
100.373036498611,6.80823563377047,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.6872456523179,7.92264597211661,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.1300405774655,8.47985104585851,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.9157310200825,9.50853741045862,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.9585928187307,10.6658097370446,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.3872121212445,12.2517011777325,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.3443501339501,14.6091074368472,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.7726341284247,14.6091074368472,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.6595450807629,14.6200515457271,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.1967714745158,14.2093364010973,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
100.115864954832,16.02355130701,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
101.48744683786,18.5952675021269,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
99.5586598808775,23.0957702770085,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
91.4950648464109,25.6029452411089,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
86.9603090340846,25.9972718157978,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.1858392535245,24.8142920897758,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.1588079072745,20.9363373591794,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
82.2283897453212,22.054005868287,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
79.6652668126997,20.4766993754886,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
77.261882144,20.1897312256908,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
77.5576803745287,11.8855019586208,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
78.0027806660133,11.5300146943332,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
79.1878424189904,11.0691572831956,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
79.648699828905,10.8716469911309,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
81.5197368918286,10.7065556798141,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.9325700478731,10.5656777261247,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.7787939779503,10.7532972701831,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.7483593076526,10.8028594964493,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.6316714643339,11.0167492845062,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.571013426358,11.0948327441844,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.5138214588541,11.1665102379731,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.441724763632,11.2877045976046,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.3250698049409,11.4197090020518,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.3825594471805,11.5858488846,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.4228644536805,11.7037421700142,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.4477799449412,11.7901164944776,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.473168692948,11.8729963959349,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.5025905118646,12.0490017009159,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.5352841100302,12.1661242432478,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.5474124290728,12.2791088229772,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.5572447764201,12.3808371275016,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.5952471951326,12.518237104503,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.6167056880073,12.6024887680072,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.6348258741996,12.7644460804898,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.6632853054944,13.0761240909345,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.6735262704132,13.1541476378538,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.6805084969259,13.2996594929648,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.7028121984818,13.502247081447,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.8040487251645,13.5703925434533,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.8665069878681,13.6062341254663,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
83.9517444753232,13.656873083423,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
84.038955123978,13.7064680069527,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
84.1288913411548,13.7809922197931,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
84.2455011280618,13.850640987986,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
84.4006223110366,13.9791228091349,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
84.5474246587975,14.111251954275,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
84.6574222810714,14.1847498949555,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.0138140990476,14.6057215018382,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.1587995906716,14.8595613534585,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.2927089258094,14.9409252866073,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.577433456744,15.192969261119,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.6366705926042,15.260377622063,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.6929442087998,15.3213168922913,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.840040072995,15.4054770795145,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
85.9151144632967,15.4623207201515,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
86.2085275140324,15.6978612147618,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
86.4283702354247,15.8720468274541,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
86.4667502771367,15.9074896193815,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
86.5911247510167,16.0523845804443,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
86.7021609272686,16.1549265301265,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
86.7855959217499,16.2514849287663,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.1636751134537,16.6604491768794,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.2507642344236,16.6917572151578,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.3908514122293,16.7396169294005,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.4890469305712,16.7770625550385,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.5692428417848,16.8087608780006,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.6826328250667,16.8646997753589,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.7691182799623,16.9053240031435,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.8299354562874,16.9398329447718,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
87.993866874496,17.0228101826792,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
88.0654143361601,17.0705247457712,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
88.3421798880006,17.2841138324359,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
88.4013410461506,17.3204332072384,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
88.6980481768123,17.5259803467558,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
88.7772677154318,17.5941896899785,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
88.8647835990437,17.7146639603736,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
88.9120054382971,17.7525072410802,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.0155972820777,17.8372463363068,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.0935011930479,17.9080727633648,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.145426486263,17.9765552135112,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.3635169879981,18.2064774922998,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.6089977470751,18.2360302877382,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.8604467494064,18.3127896142123,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.9242788541831,18.2670761838812,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
89.9656311085565,18.205004804331,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.1844539860815,18.045300371348,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.2980582939155,17.8976233313572,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.35314461219,17.7259952672408,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.3749903651904,17.6449008469375,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.4140481615297,17.5381421181483,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.669811277199,17.0396525391154,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.8496045214671,16.8131490808273,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.9246879829565,16.650073265458,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.772401989918,16.4225329527955,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.6985489176355,16.3009271395107,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
90.6566432687077,16.2200610326978,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
92.6783510828222,15.9636619088451,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
92.9017560555073,15.8608246987389,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
93.4082344493468,15.3492815231746,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
